1,0.67562,0.50052
1,0.6559,0.50992
1,0.67994,0.44931
1,0.64004,0.4712
1,0.67933,0.48173
1,0.66772,0.5011
1,0.64951,0.57584
1,0.57448,0.41498
2,0.64778,0.36863
1,0.66634,0.51066
1,0.65407,0.49601
1,0.6984,0.48205
1,0.58521,0.46493
1,0.62183,0.48267
1,0.68269,0.55274
1,0.65054,0.50839
1,0.68107,0.44755
1,0.66765,0.54922
1,0.6137,0.51111
1,0.57916,0.49796
1,0.64996,0.50274
1,0.65323,0.60477
1,0.67321,0.44494
1,0.59106,0.42405
1,0.6512,0.48074
1,0.66818,0.52645
1,0.59752,0.54745
1,0.5664,0.42408
1,0.65199,0.40899
1,0.65087,0.49142
1,0.69065,0.45812
1,0.67231,0.49628
1,0.56658,0.41909
1,0.62653,0.43121
1,0.64269,0.4556
1,0.64046,0.48016
1,0.65642,0.56015
1,0.65938,0.44492
1,0.62564,0.45743
1,0.64816,0.45751
1,0.67546,0.44951
1,0.68799,0.49953
1,0.60868,0.43472
1,0.62931,0.50564
1,0.59172,0.47329
1,0.59697,0.50781
1,0.67446,0.59972
1,0.63711,0.54773
1,0.59382,0.45269
1,0.64352,0.49419
1,0.64369,0.51291
1,0.69018,0.43867
1,0.59971,0.55882
2,0.58938,0.35293
1,0.64221,0.52056
1,0.64,0.48621
1,0.63246,0.55424
1,0.6381,0.43759
1,0.62412,0.43425
1,0.60888,0.54448
1,0.6336,0.48679
1,0.67382,0.45841
1,0.65241,0.49693
1,0.59274,0.50553
1,0.70473,0.56164
1,0.65634,0.51013
1,0.73237,0.53122
1,0.66456,0.50375
1,0.68408,0.44452
1,0.66353,0.50447
1,0.68771,0.51977
1,0.70017,0.42912
1,0.61702,0.50597
1,0.64206,0.48971
1,0.6314,0.42362
1,0.65879,0.44659
1,0.67711,0.6395
1,0.64834,0.5214
1,0.65729,0.49795
1,0.6499,0.484
1,0.64623,0.40785
1,0.71374,0.58418
1,0.56268,0.54399
1,0.67929,0.5214
1,0.58004,0.46186
1,0.65196,0.49065
2,0.56599,0.37445
1,0.59547,0.49236
1,0.60978,0.52282
1,0.65536,0.51571
1,0.6179,0.50798
1,0.65981,0.53412
1,0.67418,0.43372
1,0.64076,0.38588
1,0.66057,0.5029
1,0.64858,0.56936
1,0.62523,0.48445
1,0.64302,0.45562
1,0.67125,0.50402
1,0.60312,0.4124
2,0.73508,0.42253
1,0.6304,0.513
1,0.63223,0.52623
1,0.69833,0.48095
1,0.6181,0.51712
1,0.6234,0.48386
1,0.68268,0.58112
1,0.64114,0.47527
1,0.64525,0.59
1,0.70086,0.50617
1,0.6446,0.47502
1,0.69734,0.46891
1,0.59555,0.47975
1,0.62831,0.48288
1,0.61083,0.4516
1,0.61136,0.50934
1,0.62641,0.52518
1,0.63116,0.44926
1,0.64337,0.44278
1,0.6189,0.57588
1,0.64621,0.42775
1,0.65144,0.47769
1,0.62912,0.61591
1,0.63087,0.42857
1,0.6622,0.46748
1,0.63051,0.39413
1,0.62228,0.55393
1,0.67077,0.48438
1,0.66567,0.47515
1,0.63217,0.59954
1,0.63734,0.60494
1,0.62504,0.53803
1,0.64132,0.59444
1,0.63994,0.52244
1,0.61045,0.52289
1,0.5962,0.46426
1,0.66922,0.56118
1,0.66709,0.60587
1,0.58114,0.5006
1,0.61153,0.49314
1,0.63234,0.44702
1,0.56344,0.49452
1,0.63227,0.50794
1,0.62655,0.55451
1,0.6744,0.5414
1,0.62266,0.501
1,0.68233,0.57885
1,0.66297,0.48864
1,0.64811,0.51376
1,0.64408,0.53062
1,0.65937,0.45578
1,0.59202,0.46155
1,0.66095,0.54411
1,0.6272,0.49799
1,0.64332,0.4335
1,0.64866,0.4633
1,0.5946,0.53466
1,0.63731,0.52938
1,0.61979,0.48219
1,0.61218,0.4843
1,0.58102,0.48522
1,0.69582,0.55249
1,0.64919,0.52654
1,0.62836,0.46411
1,0.62248,0.53433
1,0.60304,0.5284
1,0.6259,0.45401
1,0.58577,0.45972
1,0.59876,0.55622
1,0.58285,0.4742
1,0.71333,0.49572
1,0.63316,0.53746
1,0.62913,0.56071
1,0.62882,0.50055
1,0.70195,0.58147
1,0.60722,0.50716
1,0.63297,0.47312
1,0.6263,0.48793
1,0.654,0.56201
1,0.61282,0.47665
1,0.62765,0.49247
1,0.6862,0.42757
1,0.61304,0.50327
1,0.62948,0.53962
1,0.63148,0.47834
1,0.66611,0.52509
1,0.63654,0.54432
1,0.7232,0.42835
1,0.55432,0.49813
1,0.58237,0.59808
1,0.58132,0.52804
1,0.61723,0.50499
1,0.62965,0.52769
1,0.63443,0.46895
1,0.63822,0.60025
1,0.61669,0.51596
1,0.62197,0.4553
1,0.62898,0.49412
1,0.63516,0.51587
1,0.61908,0.46562
1,0.58856,0.55572
1,0.63058,0.44735
1,0.61236,0.50343
1,0.6614,0.48733
1,0.67027,0.5847
1,0.62471,0.47935
1,0.65103,0.42356
1,0.6492,0.60626
1,0.63915,0.59582
1,0.61566,0.55773
1,0.63523,0.55452
1,0.67822,0.45263
1,0.65869,0.54907
1,0.61501,0.43971
1,0.63307,0.4848
1,0.57688,0.49623
1,0.53337,0.59926
1,0.65801,0.58638
1,0.65364,0.55667
1,0.59051,0.51819
1,0.7072,0.53363
1,0.65262,0.61701
1,0.66512,0.55845
1,0.59559,0.53736
1,0.60905,0.54246
1,0.64765,0.51141
1,0.57998,0.56309
1,0.61192,0.46218
1,0.61059,0.44828
1,0.67298,0.51473
1,0.62827,0.50248
1,0.65002,0.50192
1,0.59397,0.55489
1,0.61197,0.58523
1,0.60568,0.43557
1,0.61087,0.49203
1,0.65254,0.55993
1,0.62308,0.52388
1,0.60879,0.45981
1,0.6445,0.55749
1,0.61983,0.50613
1,0.65555,0.51057
1,0.63509,0.54265
1,0.64109,0.58252
1,0.63967,0.57454
1,0.63547,0.53274
1,0.59405,0.59666
1,0.58863,0.49766
1,0.66618,0.42123
1,0.61549,0.57682
1,0.66151,0.45214
1,0.63896,0.52567
1,0.65724,0.61906
1,0.64402,0.50109
1,0.61231,0.55302
1,0.59327,0.58336
1,0.58605,0.61954
1,0.62991,0.61699
1,0.60247,0.495
1,0.62406,0.51332
1,0.62014,0.49458
1,0.68587,0.54594
1,0.62069,0.4424
1,0.64286,0.46065
1,0.66589,0.52395
1,0.6135,0.5198
1,0.56212,0.53703
1,0.62957,0.56367
1,0.62626,0.38639
1,0.62178,0.55438
1,0.66141,0.45141
1,0.66642,0.57142
1,0.60629,0.4926
1,0.56803,0.67455
1,0.6735,0.55778
1,0.63881,0.50488
1,0.64454,0.45385
1,0.69089,0.53866
1,0.66397,0.53439
1,0.63427,0.54539
1,0.64398,0.62714
1,0.64346,0.56735
1,0.65272,0.54182
1,0.65371,0.51744
1,0.64401,0.55732
1,0.63434,0.54434
1,0.56569,0.50277
1,0.59709,0.54918
1,0.64503,0.55373
1,0.62474,0.51373
1,0.65505,0.44899
1,0.59682,0.56532
1,0.64107,0.57013
1,0.69914,0.54519
1,0.64894,0.48344
1,0.61106,0.5958
1,0.61611,0.48496
1,0.72294,0.51342
1,0.64143,0.5216
1,0.63235,0.5634
1,0.67223,0.55565
1,0.63297,0.53094
1,0.66221,0.59917
1,0.58457,0.51731
1,0.64174,0.52216
1,0.63253,0.56423
1,0.70804,0.61225
1,0.66388,0.62522
1,0.63727,0.42
1,0.63447,0.51413
1,0.59712,0.55088
1,0.64801,0.53901
1,0.6386,0.51688
1,0.569,0.53565
1,0.61594,0.49626
1,0.67848,0.54155
1,0.65158,0.52141
1,0.64522,0.55087
1,0.64391,0.52625
1,0.61358,0.50251
1,0.68719,0.54014
1,0.62179,0.50036
1,0.64992,0.54091
1,0.61061,0.51491
2,0.58145,0.39193
1,0.61335,0.5437
1,0.67129,0.60212
1,0.64424,0.58528
1,0.62951,0.53019
1,0.65856,0.50453
1,0.61963,0.64553
1,0.61542,0.46882
1,0.64447,0.57384
1,0.64427,0.62023
1,0.61479,0.51483
1,0.66942,0.50718
1,0.60382,0.55067
1,0.57308,0.57853
1,0.63981,0.54137
1,0.6312,0.60174
1,0.64035,0.58983
1,0.64268,0.48046
1,0.63396,0.62441
1,0.60238,0.47773
1,0.58414,0.52658
1,0.63158,0.56473
1,0.63757,0.6733
1,0.63899,0.46153
1,0.58232,0.48416
1,0.59434,0.56654
1,0.5911,0.55384
1,0.60726,0.50947
1,0.61736,0.50094
1,0.71691,0.53825
1,0.6511,0.4794
1,0.63622,0.51784
1,0.64994,0.51895
1,0.62516,0.50379
1,0.65418,0.45962
1,0.63274,0.4568
1,0.59864,0.56144
1,0.66758,0.58155
1,0.658,0.58734
1,0.57109,0.52278
1,0.6076,0.50263
1,0.64314,0.55565
1,0.63753,0.50411
1,0.66123,0.47849
1,0.58515,0.5975
1,0.65153,0.51852
1,0.62612,0.55993
1,0.62534,0.54657
1,0.58919,0.65442
1,0.58284,0.48618
1,0.59375,0.57822
1,0.61998,0.61157
1,0.65952,0.55619
1,0.6423,0.51643
1,0.62036,0.5354
1,0.66632,0.5308
1,0.59514,0.53494
1,0.63827,0.50871
1,0.63785,0.56799
1,0.60947,0.55792
1,0.62347,0.56804
1,0.65615,0.51478
1,0.64078,0.50575
1,0.64756,0.50683
1,0.6253,0.56309
1,0.63776,0.57345
1,0.68488,0.585
1,0.60603,0.56205
1,0.62023,0.53032
1,0.61593,0.52434
1,0.69717,0.56154
1,0.66447,0.473
1,0.59868,0.55415
1,0.58481,0.50035
1,0.6672,0.53548
1,0.60155,0.55136
1,0.63955,0.6378
1,0.65643,0.54834
1,0.65799,0.5773
1,0.62535,0.56864
1,0.63335,0.6335
1,0.63486,0.56481
1,0.63893,0.6477
1,0.68096,0.6424
1,0.61795,0.59032
1,0.64284,0.55118
1,0.63668,0.52594
1,0.54794,0.58655
1,0.62089,0.55959
1,0.6008,0.52883
1,0.66395,0.57063
1,0.62389,0.48001
1,0.60012,0.49913
1,0.58711,0.5794
1,0.60899,0.59622
1,0.57226,0.54453
1,0.61069,0.46683
1,0.6017,0.60944
1,0.65377,0.55879
1,0.69113,0.52135
1,0.67198,0.48309
1,0.67495,0.49206
1,0.64309,0.50586
1,0.60065,0.66415
1,0.63221,0.53034
1,0.58512,0.58131
1,0.60758,0.539
1,0.53545,0.48248
1,0.62934,0.55046
1,0.59486,0.61469
1,0.63637,0.57494
1,0.63497,0.54326
1,0.60523,0.53974
1,0.66459,0.6277
1,0.66915,0.54703
1,0.62257,0.55655
1,0.62765,0.54003
1,0.59613,0.49479
1,0.64356,0.63272
1,0.67002,0.46744
1,0.59864,0.5254
1,0.66203,0.48633
1,0.56745,0.47304
1,0.65391,0.59696
1,0.65309,0.53916
1,0.60864,0.47939
1,0.6055,0.56205
1,0.5985,0.54495
1,0.64934,0.59339
1,0.6755,0.48783
1,0.64012,0.60846
1,0.65211,0.54362
1,0.6127,0.54181
1,0.62044,0.48253
1,0.63262,0.5114
1,0.61799,0.64423
1,0.6462,0.61983
1,0.62594,0.53822
1,0.63402,0.65982
1,0.65836,0.58721
1,0.66246,0.60439
1,0.66082,0.516
1,0.60418,0.67027
1,0.63722,0.57037
1,0.60449,0.44482
1,0.65943,0.57092
1,0.67741,0.54104
1,0.61579,0.58787
1,0.63716,0.55877
1,0.59855,0.52308
1,0.65271,0.50633
1,0.57405,0.55569
1,0.63721,0.5833
1,0.69864,0.5279
1,0.64001,0.63654
1,0.56763,0.50958
1,0.60033,0.50446
1,0.59881,0.54588
1,0.63876,0.60753
1,0.67694,0.49214
1,0.61589,0.53604
1,0.61935,0.62644
1,0.5516,0.42693
1,0.64483,0.54481
1,0.66644,0.62981
1,0.60211,0.65294
1,0.60519,0.55801
1,0.58053,0.56703
1,0.62194,0.61888
1,0.63345,0.63018
1,0.62106,0.55632
1,0.61897,0.50614
1,0.62691,0.49416
1,0.61586,0.48734
1,0.62422,0.58666
1,0.68636,0.64621
1,0.61529,0.66766
1,0.67779,0.49106
1,0.62841,0.51407
1,0.63351,0.68113
1,0.60417,0.62452
1,0.54987,0.52535
1,0.56107,0.45199
1,0.63003,0.61041
1,0.58468,0.46732
1,0.64326,0.60652
1,0.72792,0.59523
1,0.63172,0.63693
1,0.62472,0.61191
1,0.64219,0.65308
1,0.60576,0.66895
1,0.64547,0.55188
1,0.59682,0.47587
1,0.64272,0.56304
1,0.6438,0.5314
1,0.63894,0.47429
1,0.55121,0.59945
1,0.67385,0.55799
1,0.64544,0.59917
1,0.63769,0.5019
1,0.59228,0.56622
1,0.61355,0.54859
1,0.59451,0.56639
1,0.6133,0.52111
1,0.63875,0.51899
1,0.64073,0.5447
1,0.58253,0.52925
1,0.6064,0.53517
1,0.64641,0.55111
1,0.60347,0.64406
1,0.6109,0.53603
1,0.65073,0.51254
1,0.63697,0.53593
1,0.64238,0.58014
1,0.62238,0.52285
1,0.62775,0.53331
1,0.61773,0.57315
1,0.59495,0.52417
1,0.59487,0.64573
1,0.64832,0.57034
1,0.63757,0.56355
1,0.64077,0.62864
1,0.65816,0.57126
1,0.56793,0.52365
1,0.61491,0.64064
1,0.64638,0.51778
1,0.68602,0.4797
1,0.60636,0.55525
1,0.63738,0.53334
1,0.60176,0.54292
1,0.63738,0.52262
1,0.62731,0.58996
1,0.58555,0.56413
1,0.50802,0.65123
1,0.63912,0.55261
1,0.57078,0.4839
1,0.61127,0.59526
1,0.66577,0.56647
1,0.61848,0.55835
1,0.6818,0.53156
1,0.57704,0.62526
1,0.51869,0.60631
1,0.63839,0.60505
1,0.64746,0.53892
1,0.63507,0.5065
1,0.64939,0.54465
1,0.62096,0.63535
1,0.67563,0.60437
1,0.58377,0.55432
1,0.64125,0.64029
1,0.64297,0.58152
1,0.61212,0.59644
1,0.58304,0.55213
1,0.652,0.57772
1,0.6149,0.58903
1,0.59213,0.65123
1,0.66508,0.68954
1,0.65602,0.64578
1,0.62624,0.56651
1,0.63492,0.5777
1,0.67852,0.58835
1,0.62299,0.50045
1,0.61371,0.56167
1,0.69,0.62964
1,0.59638,0.49247
1,0.57268,0.59132
1,0.65499,0.65448
1,0.61624,0.55315
1,0.61518,0.61397
1,0.60889,0.53848
1,0.6291,0.56877
1,0.6413,0.62003
1,0.63495,0.59988
1,0.64105,0.61535
1,0.56419,0.57354
1,0.59647,0.56917
1,0.60692,0.64905
1,0.62587,0.53342
1,0.64279,0.56741
1,0.65634,0.59235
1,0.66242,0.5459
1,0.66177,0.66204
1,0.64824,0.61609
1,0.61319,0.5888
1,0.63462,0.59889
1,0.59808,0.60384
1,0.61943,0.58746
1,0.62895,0.44951
1,0.64161,0.6223
1,0.62894,0.60309
1,0.59192,0.56763
1,0.66582,0.64283
1,0.64467,0.56373
1,0.59001,0.58993
1,0.62513,0.51022
1,0.59892,0.55544
1,0.66244,0.5662
1,0.56746,0.60208
1,0.61376,0.58711
1,0.57531,0.6405
1,0.6032,0.49229
1,0.58375,0.57321
1,0.62546,0.58664
1,0.6231,0.57213
1,0.58147,0.46933
1,0.63924,0.608
1,0.61076,0.56627
1,0.61098,0.54743
1,0.61572,0.50788
1,0.59925,0.63898
