9,0.5,0.51351,0.52101,0.084071,0.18134,0.1503,0.13232,0.14798,0.5
5,0.5,0.37162,0.35294,0.079646,0.079157,0.066241,0.0632,0.068261,0.21429
3,1,0.61486,0.61345,0.11947,0.23907,0.17182,0.18565,0.20777,0.28571
9,0.5,0.49324,0.52101,0.11062,0.18204,0.14425,0.14944,0.15296,0.32143
8,0,0.34459,0.33613,0.070796,0.071896,0.059516,0.051349,0.053314,0.21429
6,0,0.47297,0.41176,0.084071,0.12378,0.094149,0.10138,0.11809,0.25
3,1,0.61486,0.60504,0.13274,0.27466,0.15871,0.18565,0.32735,0.67857
3,1,0.63514,0.62185,0.11062,0.27129,0.19704,0.19618,0.2576,0.53571
9,0.5,0.54054,0.52941,0.11062,0.17974,0.14492,0.14747,0.16293,0.28571
3,1,0.64189,0.64706,0.13274,0.3161,0.21083,0.19816,0.31739,0.64286
3,1,0.60811,0.54622,0.12389,0.2141,0.12979,0.19355,0.20777,0.46429
9,0.5,0.47973,0.4958,0.097345,0.14309,0.11197,0.10599,0.13303,0.32143
9,0.5,0.56081,0.54622,0.11947,0.19107,0.14559,0.12442,0.18784,0.35714
3,1,0.62162,0.58824,0.12832,0.24172,0.18258,0.22449,0.20279,0.32143
2,1,0.53378,0.5042,0.088496,0.1677,0.11197,0.10533,0.18286,0.32143
9,0.5,0.57432,0.57983,0.11504,0.23464,0.17283,0.17446,0.23767,0.39286
8,0,0.37838,0.37815,0.075221,0.10218,0.063215,0.051349,0.1131,0.21429
2,1,0.49324,0.47899,0.088496,0.15902,0.12576,0.11389,0.12805,0.32143
5,0.5,0.39189,0.40336,0.070796,0.089782,0.064559,0.055958,0.098156,0.21429
9,0.5,0.50676,0.44538,0.088496,0.13423,0.11399,0.098091,0.1131,0.28571
5,0.5,0.37838,0.37815,0.084071,0.08624,0.063551,0.080975,0.073244,0.35714
8,0,0.41216,0.36975,0.088496,0.079157,0.053127,0.063858,0.083209,0.32143
3,1,0.66216,0.64706,0.13717,0.33203,0.28682,0.28111,0.26756,0.39286
3,1,0.64189,0.60504,0.11947,0.2697,0.21318,0.27584,0.19781,0.28571
3,1,0.72973,0.71429,0.14602,0.41066,0.34432,0.39565,0.30244,0.32143
3,1,0.65541,0.64706,0.12389,0.32814,0.25656,0.24687,0.29746,0.35714
3,1,0.68243,0.66387,0.16372,0.35187,0.26463,0.35747,0.28251,0.35714
9,0.5,0.69595,0.65546,0.12389,0.32902,0.23874,0.30744,0.27753,0.39286
9,0.5,0.71622,0.70588,0.15929,0.33097,0.26429,0.28769,0.29248,0.5
9,0.5,0.67568,0.62185,0.12389,0.30512,0.26362,0.29822,0.19781,0.35714
9,0.5,0.68243,0.69748,0.14602,0.35258,0.26395,0.31797,0.32735,0.32143
7,1,0.81757,0.84874,0.14602,0.57978,0.40652,0.36866,0.4569,0.5
1,0.5,0.7973,0.78992,0.14602,0.47317,0.37021,0.47005,0.34728,0.60714
7,1,0.81757,0.83193,0.15487,0.63609,0.54741,0.51613,0.45192,0.64286
7,1,0.85135,0.83193,0.17699,0.60475,0.42502,0.54115,0.4868,0.42857
9,0.5,0.52703,0.5042,0.092921,0.16912,0.15198,0.16261,0.12307,0.25
3,1,0.62838,0.70588,0.13717,0.43032,0.35609,0.40421,0.33732,0.53571
2,1,0.50676,0.5042,0.092921,0.18435,0.15871,0.15273,0.143,0.25
3,1,0.67568,0.65546,0.11947,0.31202,0.25555,0.26728,0.2576,0.35714
5,0.5,0.37838,0.39496,0.079646,0.11528,0.089442,0.11257,0.088191,0.28571
2,1,0.50676,0.47059,0.092921,0.14981,0.12475,0.11916,0.1131,0.28571
3,1,0.64189,0.62185,0.11947,0.30087,0.24277,0.25741,0.26756,0.46429
4,0,0.22297,0.20168,0.039823,0.024083,0.020511,0.030283,0.018435,0.14286
4,0,0.17568,0.15966,0.048673,0.014167,0.016476,0.019091,0.010464,0.14286
4,0,0.18243,0.15966,0.044248,0.014167,0.011096,0.0158,0.013453,0.10714
8,0,0.42568,0.40336,0.084071,0.071188,0.058171,0.058591,0.073244,0.21429
9,0.5,0.53378,0.52941,0.10619,0.20453,0.19637,0.29822,0.13802,0.28571
2,1,0.52027,0.53782,0.10619,0.16239,0.1187,0.14417,0.14798,0.21429
8,0,0.33784,0.31933,0.061947,0.056313,0.050101,0.032917,0.043349,0.17857
3,1,0.60811,0.62185,0.14159,0.2952,0.23773,0.28045,0.24265,0.28571
6,0,0.60135,0.59664,0.10619,0.21002,0.15972,0.14549,0.18784,0.25
5,0.5,0.43919,0.44538,0.084071,0.10661,0.089106,0.078341,0.098156,0.21429
9,0.5,0.55405,0.5126,0.11504,0.19107,0.17384,0.12574,0.15795,0.32143
2,1,0.53378,0.5126,0.10619,0.16841,0.14089,0.13825,0.14798,0.32143
5,0.5,0.44595,0.42857,0.088496,0.13565,0.11567,0.11982,0.10812,0.21429
3,1,0.57432,0.57983,0.12389,0.23358,0.17182,0.23041,0.21774,0.25
9,0.5,0.5,0.4958,0.10619,0.15601,0.12845,0.12508,0.13303,0.25
9,0.5,0.53378,0.55462,0.11947,0.20808,0.18527,0.15734,0.16791,0.25
4,0,0.22973,0.22689,0.053098,0.029751,0.027573,0.017775,0.023418,0.10714
2,1,0.58108,0.57983,0.11062,0.20577,0.16476,0.17051,0.1729,0.21429
9,0.5,0.50676,0.4874,0.092921,0.14503,0.12038,0.14747,0.13303,0.21429
9,0.5,0.58108,0.58824,0.097345,0.22065,0.20444,0.21001,0.1729,0.28571
3,1,0.61486,0.59664,0.11504,0.24597,0.20242,0.25411,0.19781,0.32143
9,0.5,0.47297,0.45378,0.084071,0.13334,0.11399,0.10467,0.098156,0.21429
9,0.5,0.60135,0.57983,0.10619,0.20471,0.15669,0.17248,0.18286,0.25
9,0.5,0.54054,0.5042,0.10619,0.16929,0.15669,0.13298,0.13303,0.25
3,1,0.66216,0.64706,0.14159,0.32336,0.23739,0.25411,0.31739,0.39286
7,1,0.7027,0.7395,0.16372,0.4544,0.27909,0.29427,0.48181,0.42857
2,1,0.54054,0.56303,0.10619,0.18718,0.14291,0.15142,0.16791,0.32143
8,0,0.31757,0.30252,0.061947,0.052772,0.041695,0.052666,0.043349,0.17857
9,0.5,0.64865,0.62185,0.11504,0.27076,0.17687,0.22054,0.27255,0.42857
2,1,0.43919,0.44538,0.097345,0.12431,0.093813,0.12903,0.098156,0.25
3,1,0.7027,0.70588,0.15044,0.44094,0.32212,0.29559,0.42202,0.67857
1,0.5,0.66892,0.71429,0.15487,0.41898,0.31809,0.34299,0.37718,0.35714
3,1,0.71622,0.66387,0.17257,0.38817,0.3228,0.38051,0.31241,0.42857
3,1,0.70946,0.70588,0.13274,0.35612,0.29691,0.29032,0.27753,0.5
9,0.5,0.7027,0.70588,0.12389,0.33363,0.24311,0.24819,0.31241,0.28571
3,1,0.70946,0.69748,0.13274,0.32584,0.24344,0.25477,0.30244,0.32143
3,1,0.64865,0.62185,0.12389,0.27838,0.18897,0.20935,0.28251,0.35714
3,1,0.72973,0.70588,0.15044,0.38976,0.31506,0.30941,0.3423,0.46429
3,1,0.67568,0.65546,0.12389,0.33257,0.2579,0.33114,0.28251,0.28571
1,0.5,0.73649,0.76471,0.15487,0.57128,0.34264,0.25214,0.67115,0.39286
3,1,0.60135,0.62185,0.14602,0.34939,0.26564,0.29559,0.31739,0.53571
1,0.5,0.7027,0.70588,0.14159,0.46591,0.27371,0.30744,0.57648,0.71429
9,0.5,0.68243,0.66387,0.12389,0.35807,0.25488,0.28374,0.35725,0.46429
3,1,0.66892,0.68908,0.15929,0.45794,0.2273,0.2923,0.43697,0.39286
1,0.5,0.74324,0.68908,0.12389,0.42252,0.32381,0.26926,0.39711,0.42857
9,0.5,0.65541,0.64706,0.14159,0.30547,0.22159,0.27255,0.2576,0.32143
2,1,0.52027,0.5042,0.11504,0.1824,0.14761,0.14944,0.16293,0.28571
3,1,0.67568,0.66387,0.14159,0.34549,0.21015,0.30349,0.32735,0.39286
