2,0.18429,0.11258,0.054815,0.19568,0.24901,0.14547,0.24759,0.14529,0.31221,0.2802,0.33263,0.34735,0.17245,0.33258,0.068307,0.51175,1,0.36915,0.96016,0.56988,0.58576,0.39063,0.4973
2,0.19832,0.094921,0.27833,0.25413,0.28854,0.19123,0.32369,0.19104,0.47289,0.44454,0.51599,0.53569,0.27942,0.51605,0.059331,0.43258,1,0.47083,0.97701,0.70327,0.74134,0.47315,0.67131
2,0.16502,0.059117,0.26532,0.28018,0.32806,0.22929,0.36924,0.22941,0.39063,0.32621,0.44337,0.44613,0.21985,0.44332,0.039596,0.49622,1,0.40443,1,0.63674,0.68637,0.40883,0.59667
2,0.16502,0.072916,0.26422,0.26334,0.32806,0.20906,0.32476,0.20886,0.41428,0.35497,0.47554,0.46608,0.23379,0.47548,0.040997,0.49594,1,0.41626,0.9759,0.69562,0.7381,0.43699,0.67196
2,0.16112,0.080897,0.26014,0.35451,0.40711,0.28276,0.4373,0.28287,0.49945,0.41002,0.58455,0.57734,0.28685,0.58454,0.054174,0.4555,1,0.37517,0.99279,0.76247,0.5138,0.40433,0.75762
2,0.18755,0.059219,0.27816,0.25413,0.28854,0.19027,0.35263,0.19008,0.34207,0.30485,0.36075,0.40109,0.19328,0.36083,0.036827,0.52577,1,0.37097,0.99912,0.67295,0.65922,0.34001,0.64876
2,0.18592,0.07163,0.28409,0.052414,0.090909,0.041908,0.05895,0.042061,0.059704,0.045193,0.062404,0.049796,0.048396,0.06246,0.017252,0.66833,1,0.79208,0.75626,0.42139,0.56595,0.19196,0.34633
1,0.11059,0.023863,0.22363,0.038755,0.090909,0.036609,0.048232,0.036442,0.055961,0.040263,0.072034,0.051018,0.041121,0.072089,0.0088805,0.74986,1,0.88863,0.75288,0.32497,0.39946,0.28533,0.24692
2,0.043062,0.061076,0.15129,0.12166,0.20949,0.10838,0.12862,0.10852,0.10398,0.087099,0.11903,0.095929,0.076422,0.11901,0.031989,0.5434,1,0.8376,0.79403,0.4459,0.72374,0.40002,0.38736
2,0.039138,0.036642,0.14825,0.11563,0.20949,0.096339,0.12862,0.096163,0.17199,0.13969,0.18991,0.15672,0.13209,0.19001,0.030461,0.54544,1,0.67775,0.89311,0.53392,0.71975,0.44909,0.46977
2,0,0.020597,0.10706,0.10705,0.20949,0.089595,0.12755,0.089742,0.10854,0.09203,0.12018,0.10475,0.089823,0.12023,0.035045,0.5152,1,0.82731,0.80427,0.49091,0.86608,0.43774,0.425
2,0.020789,0.028007,0.11984,0.11817,0.20949,0.1026,0.13076,0.10275,0.16414,0.13476,0.18663,0.14532,0.11448,0.18667,0.034249,0.52723,1,0.76256,0.86945,0.54327,0.80433,0.54237,0.47924
1,0.28291,0.11782,0.37885,0.039708,0.051383,0.024085,0.03269,0.024241,0.027844,0.022186,0.038713,0.019946,0.032238,0.038773,0.016424,0.70154,1,0.47606,0.28911,0.25636,0.32988,0.27492,0.19463
1,0.29595,0.15716,0.06379,0.070521,0.090909,0.046724,0.062165,0.046878,0.062808,0.056697,0.052581,0.049118,0.082548,0.052638,0.031066,0.66845,1,0.40506,0.36473,0.41671,0.5599,0.48761,0.32175
1,0.37559,0.12485,0.059645,0.040025,0.051383,0.02553,0.030547,0.025686,0.079788,0.059984,0.1173,0.054545,0.040355,0.11728,0.017315,0.6698,1,0.50917,0.31772,0.33627,0.44432,0.31242,0.26005
1,0.31341,0.23538,0.10181,0.06385,0.090909,0.042871,0.059486,0.042864,0.050119,0.033689,0.061055,0.043148,0.049008,0.061112,0.024636,0.68008,1,0.7218,0.33449,0.47458,0.45905,0.34797,0.39362
1,0.32517,0.50443,0.099531,0.11944,0.13043,0.068882,0.10718,0.068711,0.099781,0.087921,0.098998,0.085482,0.10376,0.099114,0.057103,0.56458,1,0.72521,0.28051,0.45652,0.52561,0.37422,0.35959
