1,-0.42491,-0.87978,0.019944
1,0.60916,-0.8515,0.018148
1,0.37066,0.25845,-0.002878
1,0.087514,0.34774,0.004298
1,0.48862,-0.91158,0.03375
1,-0.026175,0.31582,0.018809
1,0.39559,0.25513,-0.028269
1,-0.92906,-0.49126,0.046216
1,-0.94888,-0.34008,0.033953
1,-0.68495,-0.71592,-0.03078
1,0.82086,-0.09948,0.039531
1,-0.79248,-0.60722,0.077888
1,-0.36181,0.26314,0.003648
1,0.2231,0.23965,0.043364
1,0.96288,-0.48202,0.066443
1,0.81339,-0.001252,-0.039268
1,-0.95352,-0.32135,0.024424
1,0.55217,0.17849,0.032182
1,0.27617,0.27897,0.00462
1,-0.77953,-0.57235,0.049094
1,0.56653,-0.8114,-0.018626
1,-0.66734,-0.78412,0.010139
1,-0.50416,0.22427,0.000265
1,-0.83718,-0.58258,-0.011695
1,0.066137,-0.89398,0.043909
1,0.54048,0.19868,-0.002287
1,0.80884,-0.63057,0.003998
1,-0.33791,0.33394,-0.016833
1,-0.72985,-0.69818,-0.082511
1,-0.093131,-0.94105,0.019384
1,0.82802,-0.064628,0.043855
1,0.70398,0.15055,-0.018295
1,0.9849,-0.36653,0.020703
1,-0.19373,-0.9211,-0.030182
1,0.74408,0.029508,0.027677
1,0.75304,0.079077,-0.003632
1,-0.069126,0.31886,-0.016287
1,-0.38985,-0.93111,0.017072
1,-0.079397,0.36678,0.032094
1,0.47326,-0.81884,0.019093
1,-0.22438,0.25357,-0.03014
1,-0.59509,0.11703,-0.025686
1,-0.79842,-0.69369,0.002778
1,-0.53808,-0.88022,0.062467
1,-0.67818,0.13159,0.028212
1,-0.63527,0.18926,-0.006452
1,-0.43581,-0.9294,-0.033814
1,-0.6666,-0.79776,-0.065387
1,0.57092,0.21545,-0.0173
1,-0.54461,-0.7884,-0.03885
1,0.15738,-0.9332,0.010817
1,0.71781,-0.71049,-0.014319
1,-0.27563,-0.93584,0.014497
1,-0.19673,-0.94966,0.013204
1,0.27883,-0.92649,0.001318
1,-0.031202,-0.9771,0.008547
1,0.20712,-0.93301,0.011288
1,0.84971,-0.62343,-0.016104
1,0.36457,0.24008,-0.027351
1,-0.93262,-0.3537,0.032257
1,-0.96098,-0.30245,0.086075
1,-0.055309,0.31884,0.006442
1,0.72697,0.11787,-0.036305
1,0.48025,0.2095,-0.026653
1,-0.90674,-0.24404,-0.077923
1,-0.83492,-0.63472,-0.033396
1,-0.98647,-0.42968,-0.011214
1,-0.11106,0.3503,-0.041847
1,-0.61143,0.13883,0.014979
1,0.72413,-0.74751,-0.002501
1,0.36686,0.27446,-0.024606
1,0.4582,0.22988,0.000725
1,-0.96495,-0.51336,4.7e-05
1,0.20822,-0.91056,-0.031502
1,-0.84076,-0.018612,0.019917
1,-0.69215,0.089921,-0.045666
1,0.038897,0.32881,-6e-05
1,0.59079,0.17584,0.005196
1,-0.92557,-0.52894,-0.005419
1,-0.58721,0.15291,0.080947
1,0.86702,0.010961,0.060507
1,0.86735,-0.11436,0.042425
1,0.51243,-0.86699,0.008212
1,0.29076,-0.887,-0.021101
1,0.35284,-0.90844,0.0262
1,-0.5772,-0.88963,-0.018195
1,0.85336,-0.68086,0.008485
1,-0.68484,0.12595,0.008235
1,-1,-0.35234,-0.041762
1,0.88618,-0.47214,-0.001756
1,-0.16192,-0.93262,0.009226
1,-0.056759,0.2686,-0.068764
1,0.46529,0.20179,0.053482
1,0.33059,-0.88239,-0.080886
1,0.43906,0.21914,-0.058915
1,-0.65739,0.13883,-0.034042
1,-0.92447,-0.4259,-0.002458
1,0.71011,-0.65511,-0.016383
1,-0.53844,-0.80339,-0.021634
1,0.86569,-0.25434,0.03259
1,0.53995,-0.80497,0.00163
1,-0.61339,0.16383,0.040006
1,0.3978,0.21016,-0.036998
1,0.97252,-0.28677,0.07452
1,-0.91701,-0.34971,-0.010011
1,0.37052,0.24117,-0.011653
1,0.83102,0.042794,0.059983
1,0.81164,-0.58246,0.02372
1,-0.2305,0.26586,-0.019288
1,0.87414,-0.24155,0.002595
1,-0.76388,0.05157,-0.055235
1,-0.90952,-0.13312,-0.010528
1,-0.26586,-0.94753,-0.036644
1,0.84649,-0.58073,-0.001919
1,0.67938,0.11296,-0.004728
1,-0.08962,0.30584,-0.011895
1,0.39918,-0.91377,-0.033819
1,-0.74644,-0.69159,0.021754
1,0.19852,-0.93282,-0.0114
1,-0.62246,0.16842,0.067577
1,-0.28754,0.22294,0.001628
1,0.96221,-0.17666,0.053943
1,0.83751,-0.49502,0.047818
1,0.80005,-0.070285,0.045947
1,-0.83093,-0.011817,-0.060504
1,0.10784,-0.9427,0.002612
1,-0.88347,-0.52942,-0.004932
1,-0.83993,-0.60352,-0.001231
1,0.3208,-0.91962,0.032664
1,-0.64394,0.12545,-0.078424
1,0.27246,-0.93151,0.006835
1,-0.9467,-0.32163,-0.028627
1,-0.17384,-0.90424,-0.011948
1,0.9673,-0.34504,0.074614
1,0.59862,-0.85259,-0.073315
1,-0.076577,-0.91729,-0.003608
1,-0.29606,0.29876,0.050288
1,0.90358,-0.13382,0.07445
1,-0.8363,-0.55494,0.01707
1,0.40654,-0.89804,-0.022924
1,-0.19031,0.32719,0.049767
1,-0.83062,0.045281,-0.007362
1,-0.56923,-0.81979,-0.010556
1,0.83835,-0.53828,-0.016082
1,0.59417,0.15983,0.012199
1,0.79742,-0.61246,0.060994
1,0.83615,-0.18938,-0.0385
1,-0.72845,0.090386,0.030201
1,0.82762,-0.63604,0.020219
1,-0.47714,-0.86032,-0.001018
1,0.36568,0.27145,0.049965
1,0.75675,-0.62244,-0.042968
1,0.86563,-0.10179,0.031932
1,0.53065,-0.78837,-0.069828
1,0.81408,-0.11918,-0.05203
1,0.1894,0.29838,0.027192
1,0.85428,-0.61499,-0.084997
1,-0.42245,0.24362,0.01778
